,Unnamed: 0,id,poster_path,adult,overview,release_date,genre_ids,original_title,original_language,title,backdrop_path,popularity,vote_count,video,vote_average,media_type,budget,duration,revenues,spoken_languagess,genre_list,is_terror_comedia,val_count,quantile,count_labels,Música,Romance,Familia,Bélica,Película de TV,Aventura,Fantasía,Animación,Drama,Terror,Acción,Comedia,Historia,Western,Suspense,Crimen,Ciencia ficción,Misterio,Documental,reciente
718,1033,244566,/md869sN51Y1m2C4PXcdHtr2HQx5.jpg,False,"Cuenta la historia de amor entre un vivo y una no-muerta, Beth, quién tras un trágico accidente volverá a la vida para proseguir con la relación con su novio, si bien evidentemente no le será nada fácil.",2014-08-15,10749-35-27,Life After Beth,en,Amor zombie,/cIiZwq1DxpeLTT0OnM2PYOpoaa3.jpg,16.92,598,False,5.5,movie,2400000,90,88273,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['10749', '35', '27']",0,5,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9
719,1034,46368,/qf7OXFj0bomUAFy9xR3jSN4zF7u.jpg,False,"Cuando una tormenta tropical se acerca a la costa de Luisiana, todo el personal no esencial de una plataforma petrolera es evacuado. Los trabajadores que quedan cierran las escotillas sin saber que algo amenaza sus vidas. A medida que pasa la noche, el equipo se da cuenta de que un hombre ha desaparecido y su búsqueda revela que están siendo cazados por una criatura sedienta de sangre que tiene la intención de matarlos a todos.",2010-10-05,28-27-878-53,The Rig,en,The Rig,/adLyEt4sbwDM73NX2ZzXkoaYwGm.jpg,14.434,59,False,3.6,movie,3000000,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '27', '878', '53']",1,16,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,13
720,1035,79316,/dYyI3Hj94or2Ydo5ETEzUmOUDC2.jpg,False,Todo comienza con la luna de miel celebrada por una pareja de recién casados. Durante estos días de ardiente felicidad la mujer se queda embarazada. El marido al poder vivir esta oportunidad decide grabar todo el embarazo para el recuerdo.  Les comunican que serán padres antes de tiempo debido a la rápida gestación del feto. Poco a poco la mujer va entrando en un estado de nervios y desesperación nunca vistos durante la gestación.,2014-01-17,27,Devil's Due,en,El heredero del diablo,/22qysYEwRuULLU9Ep8IkxPFOUnR.jpg,13.664,469,False,4.6,movie,7000000,89,36433975,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
721,1036,15641,/sHvkNjWD4AsVz9Opmk2G6vNsCno.jpg,False,"En esta ocasión, Jessica, su prometido y un amigo de éste, se hospedarán en un hostel en medio de la nada. Lo que no sospecharán en que en ese lugar realizan películas snuffs para venderlas en el mercado negro con los huespedes que se alojan allí.",2008-10-24,80-27-53,Vacancy 2: The First Cut,en,Habitación sin salida 2,/XGfkTMzg9dkdklykqgzY6lBqDu.jpg,15.411,211,False,5.3,movie,3000000,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['80', '27', '53']",1,48,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,15
722,1037,504982,/4iXYZgB0VZyPvjBfEY0f2VTMDqa.jpg,False,"Protagonizada por Ryan Merriman (Destino final 3) y Perrey Reeves (Entoutrage), la película imagina un mundo en el futuro cercano en el que diez condenados a muerte son elegidos para competir en The Jurassic Games, el juego de realidad virtual que los enfrenta contra dinosaurios y entre ellos. Sin embargo, hay una trampa ... Si mueres en el juego virtual, también mueres en la realidad; y para Anthony Tucker (Adam Hampton), la supervivencia es su única oportunidad de reunirse con sus hijos después de haber sido encarcelado por error por el asesinato de su esposa. A medida que el intruso The Host continúe sumando desafíos improbables, los personajes encontrarán las probabilidades apiladas contra ellos ya que solo un vencedor puede emerger como ganador y reclamar su libertad.",2018-05-21,878-28-27,The Jurassic Games,en,Los Juegos Jurásicos,/s30qeq9lamHfP7GH14DiIJdpbpw.jpg,12.668,140,False,4.7,movie,28000000,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '28', '27']",0,13,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5
723,1038,241258,/g9mWWCbFuXcekpfrtZ1kPPI7bXw.jpg,False,"Un científico con la capacidad de entrar en las subconscientes mentes de los poseídos debe salvar a un niño de las garras de un demonio con poderes nunca antes visto, mientras se enfrenta a los horrores de su pasado.",2016-12-02,27-53,Incarnate,en,El exterminador,/aOZ9Sd3HorqCU4P3mcQE77i1Opq.jpg,14.416,494,False,5.4,movie,5000000,91,6341855,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
724,1039,306947,/u8Wl9AFc5HlziMjoiR2SiqtCcDq.jpg,False,"Will y Eden perdieron a su hijo años atrás. La tragedia afectó su relación de forma irreversible, hasta el punto de que ella desapareció de la noche a la mañana. Un día, Eden regresa a la ciudad; se ha vuelto a casar y en ella parece haber cambiado algo, convirtiéndola en una presencia inquietante e irreconocible incluso para Will.",2015-03-13,53-27,The Invitation,en,La invitación,/y4WHHWMdIPoUrU68qrVb5VMLPU.jpg,12.91,2291,False,6.5,movie,1000000,100,354835,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8
725,1040,363844,/rpiD2QCKSNdJf2AxvpVK8dLuFKB.jpg,False,"En 1985, un celebre exorcista atrapa un demonio dentro de una tablero de Ouija. Creyendo que el tablero era un simple juego, su hijo lo utilizaba sin obedecer las reglas. Con el fin de salvar a su hijo, el exorcista le envió lejos hasta que el demonio pudiera ser destruido. Treinta años más tarde y después de su muerte, el nieto encuentra el tablero y el demonio de la tabla consigue escapar aterrorizando a todo aquel culpable de su encarcelamiento.",2015-10-06,27,The Ouija Exorcism,en,The Ouija Exorcism,,12.186,26,False,4.4,movie,0,87,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
726,1041,365995,/8JSsSOmgVzCyMmwa8ErJxxgiKzm.jpg,False,"Una joven viuda, embarazada y deprimida, intenta reconstruir su vida después del fatídico accidente de tráfico en el que perdió a su pareja y su oído de manera parcial. Ahora, a punto de dar a luz, vive en una casa aislada de un suburbio cuando, una noche de Navidad, recibe la visita inesperada de otra mujer con siniestras intenciones...",2018-01-12,27-53,Inside,en,Inside,/fiGboqfxF2BC7cAariOF3nQ9zXK.jpg,13.155,196,False,5.0,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
727,1042,382602,/ophTMVT2bI8Oh7402KSA7LfUvVk.jpg,False,"Tras ver una perturbadora cinta de VHS, dos jóvenes creen ser víctimas de una fatal maldición. Por su parte, una adolescente se adentra en la siniestra casa abandonada que hay frente a su hogar, en busca de unos niños desaparecidos. Cuando estos dos incidentes se crucen, las mitologías de 'The Ring' y 'La maldición' se combinarán en un cóctel de j-horror elevado al cuadrado.",2016-09-25,27,貞子vs伽椰子,ja,Sadako vs. Kayako,/tY9RkzUFUagcrLMriLd1fyOfG6G.jpg,17.404,174,False,5.4,movie,0,98,9256114,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
728,1045,756278,/67ITWm7Me4ThtT7v3W9BYCcP2m.jpg,False,"Rachel, una investigadora preocupada, y su equipo, se han hecho a la mar para probar que la desaparición de una familia y la tripulación de un barco mercante fue por razones que tienen que ver con lo sobrenatural. Su teoría de que los del Mary Celeste se desvanecieron en una ""grieta"" entre las dimensiones, se prueba como cierta cuando el barco se rompe y su tripulación comienza a desaparecer uno por uno.",2020-10-23,27,Haunting of the Mary Celeste,en,Haunting of the Mary Celeste,/qtq1mai9POAX2IRGcxhVpf8f6Aj.jpg,10.467,35,False,5.4,movie,0,74,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
729,1046,228973,/lMHOTyXjgg3AiINh5JvW0pFCM1C.jpg,False,Una pareja urbana acampa en el bosque y se encuentran perdidos en el territorio de un oso negro depredador.,2015-03-20,53-18-27,Backcountry,en,En el bosque sobrevive,/357ucRmTEOkv1fwPtq1xxMhG3ac.jpg,16.901,524,False,5.8,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '18', '27']",1,33,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,8
730,1047,356486,/taXsvq2EpUTcU0QZtKYIYQ86C22.jpg,False,"Como el personal de Good Friends Church Camp prepara unas vacaciones de primavera llenas de ¨Fun Under the Son¨, un demonio se levanta para realizar su venganza y celebrar una fiesta sangrienta.",2015-10-16,27-35,Lumberjack Man,en,Lumberjack Man,/wQKfkJhmbGagUbQb7TdLJZTLYF9.jpg,21.591,90,False,5.2,movie,0,105,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35']",0,312,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8
731,1048,13121,/32AEAcgy2hZbZn2zHRJDkW9QfGR.jpg,False,"Una joven adolescente con dificultades para aceptar el sexo, dada su educación, pero cada día reciba más y más provocación de aquellos hombres que la rodean, incluyendo a su medio-hermano, pero ella quiere llegar virgen al matrimonio. Hasta que llega un día en el que es asaltada sexualmente y descubre que su cuerpo tiene ""algo"" extraño.",2008-01-18,35-27,Teeth,en,Vagina dentata,/3ScUr2Ng8uvuEw7TWi2XwnIy2o4.jpg,15.886,628,False,5.3,movie,2000000,94,2340110,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15
732,1049,216539,/gydvWMOAUWFd3znJU58rxuZnvkW.jpg,False,"El pasado 4 de julio, el adolescente Christy Bruce desapareció de una fiesta que se estaba celebrando en la playa. Únicamente encontraron un brazo suyo al día siguiente. El capitán borrachín Blaise Shaw se convirtió en un héroe después de matar al gran tiburón blanco que parecía el responsable de la muerte de Bruce. Sin embargo, no tardarán en descubrir que el verdadero responsable es algo mucho más atroz y peligroso...",2013-08-22,27-878,Ghost Shark,en,Tiburón Fantasma,/8LoYHmYgrFno4lddbqKAtxJI6X5.jpg,9.887,127,False,5.2,movie,0,84,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10
733,1050,502416,/gUPZu9stlOUHqT9FCRYwiKkFtMo.jpg,False,"Una mujer solitaria (Octavia Spencer) entabla amistad con un grupo de adolescentes y decide invitarles a una fiesta en su casa. Justo cuando el grupo de jóvenes piensa que su suerte no puede ir a mejor, una serie de extraños acontecimientos comienzan a suceder, poniendo en tela de juicio las intenciones de su nueva y misteriosa amiga.",2019-05-31,27-53,Ma,en,El sótano de Ma,/hLezCVN3xavJcxPzkRJE7MfcycN.jpg,18.144,1957,False,5.8,movie,5000000,99,51749995,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
734,1051,635199,/38W4orN59iq304tsKuc3EBO1RJL.jpg,False,"Después de que su hermano desaparece, una joven psicóloga visita un lugar embrujado y maldito infame conocido como 'Pueblo de los Aullidos' para investigar su desaparición y descubrir la oscura historia de su familia.",2021-08-13,27-9648-53,犬鳴村,ja,Howling Village,/sZV8aQJlym7AiBcE1H3ISEGoVVw.jpg,17.216,69,False,6.0,movie,0,108,12175665,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","['27', '9648', '53']",1,254,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
735,1054,17455,/odDvTVD7hzN316WUAUkGmG5Q2O7.jpg,False,Una periodista se introduce en unas extrañas sectas que viven bajo la ciudad y que se dedican a resucitar muertos con la intención de derrotar a los cenobitas.,2005-06-07,27-9648-53,Hellraiser: Deader,en,Hellraiser VII: Deader,/cARh4D78SYGvOiLCjTjYA5PkCxe.jpg,11.629,265,False,4.6,movie,4000000,88,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '53']",1,254,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18
736,1055,134597,/wxUasHKoR8dtInQiXNUknOqi6Ao.jpg,False,"Durante una fiesta a la que Elena va con sus amigos, un psicópata enmascarado asesina a los invitados. Elena es la única superviviente, pero antes de que pueda escapar, la encierran en un baúl que es transportado a un lugar desconocido. Afortunadamente para ella, hay un hombre que sabe exactamente donde está. Secuela de ""El coleccionista"" (2009).",2012-09-21,27-53,The Collection,en,The Collection,/9wILyQxVRQZ7Ixfl1NGjKvcoC02.jpg,14.878,881,False,6.3,movie,0,82,6842058,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11
737,1056,243940,/jcjOEPLiI9fnGmznZvQ0lwI06al.jpg,False,"Un equipo de estudiantes de investigación está mapeando el cerebro humano cuando accidentalmente matan a uno de ellos. El resto, al intentar reanimar a su colega, desatarán una fuerza letal. Luchando por sus vidas, el equipo deberá contener al recién vuelto a la vida en el laboratorio antes de que se entere en el mundo entero.",2015-02-27,27-53-9648-878,The Lazarus Effect,en,El efecto Lázaro,/1zfWZyaoRQOKSSCbyWMxZRZWZVa.jpg,12.778,1272,False,5.3,movie,3300000,83,64110728,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53', '9648', '878']",1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,8
738,1058,675490,/Xt37loPwHjipC1qaCbfLfDcFu4.jpg,False,"Un médico del ejército británico regresa de una guerra, pensando que tiene PTSD solo para descubrir que hay una malevolencia más desalentadora en el trabajo que hace que la vida que conocía le resulte desconocida.",2020-08-21,53-27,The Unfamiliar,en,The Unfamiliar,/h0IMyviDhX9QsRrhquuTejmjxPC.jpg,14.386,75,False,5.9,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
739,1059,498716,/7dWnkoNJnmSTik05Ex5xnmlLORc.jpg,False,,2010-01-01,27,Creed,en,Creed,,9.466,1,False,8.0,movie,0,77,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
740,1060,34583,/3jPSvaW9veHVeaEll9DH7eoJ634.jpg,False,"Un grupo de marginados de una escuela, decide vengarse de los estudiantes que los atormentan.",2010-01-28,53-27,The Final,en,The Final,/c0W5mAgFMBMhb1MIuFlUh04zQxO.jpg,13.116,231,False,6.0,movie,1000000,93,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13
741,1061,660942,/yQskokowKAjjoo5YUchLo59eSU3.jpg,False,"Cuatro niños se hacen amigos durante las vacaciones de verano y, fuera de la vista de los adultos, descubren que tienen poderes ocultos. Mientras exploran sus nuevas habilidades en los bosques y patios de recreo cercanos, su juego inocente da un giro oscuro y comienzan a suceder cosas extrañas.",2022-05-13,53-27,De uskyldige,no,The Innocents,/4hAhZ66n5iasGtSYHTFg6oGdJk0.jpg,15.893,360,False,7.0,movie,3400000,117,0,"{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
742,1062,168098,/c721WxCCzeLJS99BOMBYAzicnJF.jpg,False,"Clayton Riddell es un famoso novelista que se encuentra en la cúspide de su carrera cómo escritor. Debe ir a Boston a presentar su última novela gráfica, aunque se encuentra melancólico debido a que su familia no ha podido acompañarle.  A la vuelta de la presentación, comienzan a ocurrir cosas extrañas a su alrededor. Unas estruendas señales móviles están conviertiendo a los seres humanos en unos devoradores de sangre. Ante este estrepitoso accidente, Ridell deberá buscar la manera de llegar a su hogar y salvar a su familia antes de que esta plaga acabe con ellos.Adaptación de la novela de Stephen King ""Cell""; en la elaboración del guión intervino el propio King.",2016-07-08,27-878-53,Cell,en,Cell,/84FX9OE1g0BMqL3boEGj5hF2gYB.jpg,13.117,956,False,4.7,movie,0,98,1133031,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7
743,1065,481375,/lm29Sf2uI69CmbCsUkWFn7sbvL6.jpg,False,"Dos hermanos especializados en engañar a la gente con ""problemas paranormales"" se topan con un caso que resulta ser pero que muy real.",2018-10-05,27,Malevolent,en,Malevolent,/i2PQLKOun5HzRMuGEG6tzeBIcbF.jpg,15.612,389,False,5.0,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
744,1066,287084,/ca5mtCvUymCbwiOX0BobBzvQ98q.jpg,False,"65 años después de que un asesino en serie aterrorizase el pueblo de Texarkana, se reanudan los brutales asesinatos. ¿Es un imitador o es algo aún más siniestro? Una estudiante solitaria con oscuros secretos podría ser la clave para atraparlo.",2014-10-16,53-27,The Town that Dreaded Sundown,en,Espera hasta que se haga de noche,/3RGNByVjE0P3zVd0ZDv3WlGK20k.jpg,13.846,382,False,5.8,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9
745,1067,426814,/wHSaDFjN0kbch7hmJ17yL5lyqUD.jpg,False,"Un matrimonio busca refugio en un mundo posapocalíptico controlado por bandas sanguinarias. Una de estas pandillas de salvajes depravados pone a la pareja en su punto de mira, por lo que ellos harán lo que nunca hubieran imaginado para sobrevivir.",2018-06-28,53-27,The Domestics,en,The Domestics,/rwr038BaQBqRQbnP8yps4hXp5Dp.jpg,13.85,377,False,6.2,movie,0,95,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
746,1070,751394,/4Y6xNhfrzgSGXzAfbqIdq6Ns1Oe.jpg,False,"Un grupo de amigos debe enfrentarse a sus miedos en un juego aterrador. Deben sentarse junto a los otros jugadores en un círculo formado por cien velas, tomar una de ellas y contar una historia de terror. A medida que se cuentan historias y se apagan velas, comenzarán a suceder eventos extraños. Sentirán extrañas presencias a su alrededor, acechando en las sombras. Pero NO DEBEN dejar el juego o de lo contrario caerá sobre ellos una terrible maldición ...",2020-10-15,27,The 100 Candles Game,en,El juego de la bruja,/nhaeqHR86ZNztAuOJNMmjEg9eXo.jpg,16.637,96,False,5.7,movie,0,100,252494,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
747,1072,424121,/rd269f2Yftxxam3EOJPYVwrvjIJ.jpg,False,"Thomas Richardson llega de incógnito a una isla idílica con la intención de salvar a su hermana de la misteriosa secta que la ha secuestrado. Allí, encontrará una sociedad que tiene sus propias reglas y un secreto terrible. Tras revolucionar el cine de acción con The Raid, Gareth Evans traslada su mirada al Reino Unido de principios del siglo XX.",2018-09-21,27-9648-53-18,Apostle,en,El apóstol,/tvGTSdLjKJgFHTcF4x9HSxoTIgW.jpg,14.642,1258,False,6.1,movie,0,130,0,"{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}","['27', '9648', '53', '18']",1,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5
748,1073,60950,/zaMeyJq5jPhXRyVuOg2Ak9mbgZZ.jpg,False,"Un profesor de arqueología descubre un peligroso artefacto, liberando involuntariamente a una criatura que puede matar con el poder de su grito desgarrador.",2011-03-26,27-10770,Scream of the Banshee,en,Scream of the Banshee,/uzywNBnacW0nvmeSu48jEbI99ab.jpg,10.762,81,False,5.0,movie,2000000,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '10770']",0,65,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
749,1077,15262,/iOCBPiNeQ7tPuQDwxapNYuSLKT5.jpg,False,"Una chica universitaria aparece muerta y la investigación concluye con que se ha suicidado. Sin embargo, su compañera de habitación sabe que hay algo diabólico en aquel lugar y que una fuerza del mal es la responsable. A partir de ese momento el ""Boogeyman"" se hará más terrible y todos los amigos de esta chica comenzarán a morir... La pesadilla ha llegado al campus. Tercera parte de la saga Boogeyman, lanzada directa al mercado de vídeo/DVD.",2008-10-18,27-53,Boogeyman 3,en,Boogeyman 3,/jLA97pGBx2FtjNWGVq3SO8RtK6r.jpg,11.821,194,False,5.2,movie,0,94,156941,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15
750,1079,27374,/g0zCELYfBfSv8TOGC13buABVN53.jpg,False,"Una madre angustiada llama a la policía: su hija ha desaparecido mientras estaba nadando. Las malas noticias no tardan en confirmarse; la pequeña Alice ha muerto y sus padres y su hermano Matthew deben enfrentarse al dolor de la pérdida. Sin embargo, todos se empeñan en devolver a la vida a la niña. La madre busca ayuda psíquica llamando a la radio y Matthew se aferra a su cámara de vídeo pensando que las imágenes revelarán la presencia de su hermana.",2010-01-29,27-53,Lake Mungo,en,Lake Mungo,/5eaS62YjA5Z7WPcf4quyZa5VpeO.jpg,18.068,425,False,6.2,movie,2000000,87,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13
751,1081,852438,/ozZ5J72Cj547V6Sonb8whTSIye7.jpg,False,"Un grupo de amigos se dispone a realizar una película de zombis en un edificio abandonado. Entre técnicos y actores desganados, parece que sólo el director está dispuesto a invertir la energía necesaria para terminar su película de terror de bajo presupuesto. Pero la inesperada irrupción de auténticos muertos vivientes perturbará el rodaje original.",2023-07-14,35-27,Coupez !,fr,Corten!,/4ojumOJv7MS4rMRhzgxbBoW0VrC.jpg,15.421,280,False,7.1,movie,0,110,2046233,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","['35', '27']",0,435,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
752,1082,732472,/lGYf7TKZPSvbI11IwoQBvbTCuq0.jpg,False,"Mientras se hospeda en una vieja mansión para investigar su historia de contrabando de licores, Christina y su equipo de video documental entrevistan a Vincent, su espeluznante anfitrión, solo para darse cuenta que su imagen o su voz no queda grabado en sus equipos de vídeo.",2020-10-20,27,The Amityville Harvest,en,The Amityville Harvest,/jW44Mb6zCPzjoMc29bbAC7vUIm8.jpg,15.492,22,False,6.1,movie,0,98,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
753,1083,741998,/sbDvrkRsZb4Ik8fg2bJfWZQsXw1.jpg,False,"Durante una visita a la madre de su prometido, una mujer debe combatir una misteriosa y perversa maldición que intenta apoderarse de su hija.",2020-10-02,27-53-18,Il legame,it,El vínculo,/zphhP17YnyrihDBYdd1qxvI3ZSl.jpg,18.83,218,False,5.4,movie,0,93,0,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","['27', '53', '18']",1,34,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
754,1085,414191,/BR1N4UqZtk6OxcWLBGgws8XAQH.jpg,False,"Our House se centra en un joven genio que inventa accidentalmente una máquina que amplifica la actividad paranormal dentro de la casa de su familia, posiblemente recuperando espíritus de sus seres queridos, pero desencadenando cosas mucho peores.",2018-07-27,27-18-53,Our House,en,Our House,/67Dy4wX3GjHK1YMvMDa6EjRRDBp.jpg,13.32,303,False,5.6,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '18', '53']",1,41,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5
755,1087,242606,/vOQ66sBtm7F2jN0aLnrLAODyFzO.jpg,False,"Una familia queda prisionera en su propia casa cuando unos intrusos se hacen con la vivienda. Comienza entonces un juego de vida o muerte en el que hay misteriosas reglas que se desvelan a medida que avanza la noche. ¿Podrán sobrevivir a esta pesadilla?  Dirigida por Sean Carter (The Killing Room), Keep Watching cuenta con un reparto formado por Bella Thorne (Juntos y revueltos), Chandler Riggs (El último gran día), Ioan Gruffudd (Los cuatro fantásticos), Natalie Martinez (La trama), Matthew Willig (La verdad duele) y Christopher James Baker (El santuario), entre otros.",2017-10-31,53-27-18,Keep Watching,en,No dejes de mirar,/h32SpZLQzbohjPOermBtIbXdqEd.jpg,12.817,251,False,5.1,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27', '18']",1,18,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6
756,1088,290555,/zY6ObzQfCp6RO4ONqP4snfVVSdH.jpg,False,"El argumento de 'Wolves' nos habla de un joven que descubre ser un licántropo. La extraña muerte de sus padres le pondrá tras la pista del asesino, odisea que le llevará hasta un extraño pueblo en el que se desarrollarán una serie de acontecimientos sobrenaturales que le ayudará a aclarar algunos aspectos de su pasado.",2014-11-14,27-28,Wolves,en,Wolves,/kXpx1dEnmyMpnDTg04a7kmetIod.jpg,12.564,252,False,5.9,movie,18000000,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '28']",0,55,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
757,1089,378018,/h3lw4MBYQajGaMPu5jokE4QNASn.jpg,False,"Un policía traslada a un hombre herido a un pequeño hospital, y la violencia no tarda en desatarse. Los pocos médicos y pacientes que hay se ven rodeados por unos encapuchados y amenazados por una extraña criatura que crece dentro del hospital.",2017-04-07,9648-27-878,The Void,en,El vacío,/oZwwwezJFlHmQGBRJDLmENXwOIt.jpg,13.564,1043,False,5.9,movie,0,90,151042,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['9648', '27', '878']",0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6
